"user_id","visited_home","viewed_products","added_to_cart","started_checkout","completed_purchase"
"user_129",1,0,0,0,0
"user_130",1,1,0,0,0
"user_131",1,1,0,0,0
"user_132",0,0,0,0,0
"user_133",1,0,0,0,0
"user_134",1,0,0,0,0
"user_135",1,1,0,0,0
"user_136",1,0,0,0,0
"user_137",0,0,0,0,0
"user_138",1,0,0,0,0
"user_139",0,1,0,0,0
"user_140",1,0,0,0,0
"user_141",1,0,0,0,0
"user_142",1,0,0,0,0
"user_143",1,0,0,0,0
"user_144",1,0,0,0,0
"user_145",0,0,0,0,0
"user_146",1,0,0,0,0
"user_147",1,0,0,0,0
"user_148",1,0,0,0,0
"user_149",1,0,0,0,0
"user_150",1,0,0,0,0
"user_151",0,1,0,0,0
"user_152",1,0,0,0,0
"user_153",1,0,0,0,0
"user_154",1,0,0,0,0
"user_155",1,0,0,0,0
"user_156",1,0,0,0,0
"user_157",1,0,0,0,0
"user_158",1,0,0,0,0
"user_159",1,0,0,0,0
"user_160",1,0,0,0,0
"user_161",1,0,0,0,0
"user_162",1,0,0,0,0
"user_163",1,0,0,0,0
"user_164",1,0,0,0,0
"user_165",1,1,0,0,0
"user_166",1,0,0,0,0
"user_167",1,1,0,0,0
"user_168",1,1,0,0,0
"user_169",1,0,0,0,0
"user_170",1,0,0,0,0
"user_171",1,0,0,0,0
"user_172",1,0,0,0,0
"user_173",0,0,0,0,0
"user_174",1,0,0,0,0
"user_175",1,0,0,0,0
"user_176",1,0,0,0,0
"user_177",1,0,0,0,0
"user_178",1,0,0,0,0
"user_179",0,0,0,0,0
"user_180",1,0,0,0,0
"user_181",0,0,0,0,0
"user_182",1,1,0,0,0
"user_183",1,0,0,0,0
"user_184",1,0,0,0,0
"user_185",1,0,0,0,0
"user_186",1,0,0,0,0
"user_187",1,1,0,0,0
"user_188",1,0,0,0,0
"user_189",0,0,0,0,0
"user_190",0,1,1,0,0
"user_191",1,0,0,0,0
"user_192",1,0,0,0,0
"user_193",0,0,0,0,0
"user_194",1,0,0,0,0
"user_195",0,0,0,0,0
"user_196",1,1,0,0,0
"user_197",1,0,0,0,0
"user_198",1,0,0,0,0
"user_199",1,0,0,0,0
"user_200",1,1,0,0,0
"user_201",1,0,0,0,0
"user_202",0,0,0,0,0
"user_203",1,0,0,0,0
"user_204",1,0,0,0,0
"user_205",1,0,0,0,0
"user_206",0,0,0,0,0
"user_207",1,0,0,0,0
"user_208",1,1,1,1,1
"user_209",1,0,0,0,0
"user_210",1,0,0,0,0
"user_211",1,1,0,0,0
"user_212",1,0,0,0,0
"user_213",1,0,0,0,0
"user_214",1,1,0,0,0
"user_215",1,0,0,0,0
"user_216",1,0,0,0,0
"user_217",1,1,1,1,0
"user_218",1,1,0,0,0
"user_219",0,1,0,0,0
"user_220",0,1,0,0,0
"user_221",1,0,0,0,0
"user_222",0,0,0,0,0
"user_223",1,0,0,0,0
"user_224",1,0,0,0,0
"user_225",1,0,0,0,0
"user_226",1,0,0,0,0
"user_227",1,0,0,0,0
"user_228",1,0,0,0,0
"user_229",1,1,0,0,0
"user_230",0,0,0,0,0
"user_231",1,1,0,0,0
"user_232",1,1,0,0,0
"user_233",1,0,0,0,0
"user_234",1,0,0,0,0
"user_235",1,0,0,0,0
"user_236",1,0,0,0,0
"user_237",1,1,0,0,0
"user_238",0,1,0,0,0
"user_239",1,0,0,0,0
"user_240",0,0,0,0,0
"user_241",1,0,0,0,0
"user_242",1,0,0,0,0
"user_243",1,1,0,0,0
"user_244",1,0,0,0,0
"user_245",1,1,0,0,0
"user_246",1,0,0,0,0
"user_247",1,0,0,0,0
"user_248",0,0,0,0,0
"user_249",0,1,1,0,0
"user_250",1,0,0,0,0
"user_251",1,1,0,0,0
"user_252",1,0,0,0,0
"user_253",1,1,0,0,0
"user_254",1,0,0,0,0
"user_255",1,0,0,0,0
"user_256",1,1,0,0,0
"user_257",1,1,1,1,0
"user_258",1,1,0,0,0
"user_259",1,0,0,0,0
"user_260",0,1,0,0,0
"user_261",0,0,0,0,0
"user_262",0,0,0,0,0
"user_263",1,1,0,0,0
"user_264",0,0,0,0,0
"user_265",1,0,0,0,0
"user_266",1,0,0,0,0
"user_267",1,0,0,0,0
"user_268",1,0,0,0,0
"user_269",1,1,0,0,0
"user_270",1,0,0,0,0
"user_271",0,0,0,0,0
"user_272",1,0,0,0,0
"user_273",1,0,0,0,0
"user_274",1,0,0,0,0
"user_275",1,0,0,0,0
"user_276",1,0,0,0,0
"user_277",0,1,0,0,0
"user_278",1,0,0,0,0
"user_279",1,1,1,0,0
"user_280",1,0,0,0,0
"user_281",1,0,0,0,0
"user_282",1,0,0,0,0
"user_283",1,1,0,0,0
"user_284",1,1,0,0,0
"user_285",1,0,0,0,0
"user_286",1,0,0,0,0
"user_287",1,0,0,0,0
"user_288",1,0,0,0,0
"user_289",1,0,0,0,0
"user_290",1,0,0,0,0
"user_291",1,0,0,0,0
"user_292",1,1,0,0,0
"user_293",1,0,0,0,0
"user_294",0,0,0,0,0
"user_295",1,0,0,0,0
"user_296",0,1,0,0,0
"user_297",0,1,0,0,0
"user_298",1,1,1,0,0
"user_299",1,1,1,0,0
"user_300",1,0,0,0,0
"user_301",1,1,0,0,0
"user_302",1,0,0,0,0
"user_303",1,0,0,0,0
"user_304",1,0,0,0,0
"user_305",1,0,0,0,0
"user_306",1,0,0,0,0
"user_307",1,1,0,0,0
"user_308",1,0,0,0,0
"user_309",1,1,0,0,0
"user_310",1,1,0,0,0
"user_311",1,1,0,0,0
"user_312",1,0,0,0,0
"user_313",1,0,0,0,0
"user_314",1,0,0,0,0
"user_315",1,0,0,0,0
"user_316",0,0,0,0,0
"user_317",0,0,0,0,0
"user_318",1,0,0,0,0
"user_319",1,1,0,0,0
"user_320",0,0,0,0,0
"user_321",0,0,0,0,0
"user_322",1,1,1,0,0
"user_323",1,0,0,0,0
"user_324",1,0,0,0,0
"user_325",1,1,0,0,0
"user_326",1,0,0,0,0
"user_327",0,0,0,0,0
"user_328",1,0,0,0,0
"user_329",1,0,0,0,0
"user_330",0,0,0,0,0
"user_331",1,0,0,0,0
"user_332",1,0,0,0,0
"user_333",1,1,0,0,0
"user_334",0,1,0,0,0
"user_335",1,1,1,1,1
"user_336",1,1,0,0,0
"user_337",1,0,0,0,0
"user_338",1,0,0,0,0
"user_339",1,0,0,0,0
"user_340",0,0,0,0,0
"user_341",1,0,0,0,0
"user_342",1,0,0,0,0
"user_343",1,0,0,0,0
"user_344",1,0,0,0,0
"user_345",1,0,0,0,0
"user_346",1,0,0,0,0
"user_347",0,0,0,0,0
"user_348",1,0,0,0,0
"user_349",1,0,0,0,0
"user_350",1,0,0,0,0
"user_351",1,0,0,0,0
"user_352",0,0,0,0,0
"user_353",1,0,0,0,0
"user_354",1,0,0,0,0
"user_355",1,0,0,0,0
"user_356",0,1,0,0,0
"user_357",1,1,1,1,1
"user_358",1,0,0,0,0
"user_359",1,0,0,0,0
"user_360",0,0,0,0,0
"user_361",1,0,0,0,0
"user_362",1,1,1,0,0
"user_363",0,0,0,0,0
"user_364",1,1,0,0,0
"user_365",1,0,0,0,0
"user_366",1,1,0,0,0
"user_367",1,0,0,0,0
"user_368",1,0,0,0,0
"user_369",1,1,0,0,0
"user_370",1,1,0,0,0
"user_371",1,0,0,0,0
"user_372",1,0,0,0,0
"user_373",0,0,0,0,0
"user_374",1,0,0,0,0
"user_375",1,0,0,0,0
"user_376",0,1,0,0,0
"user_377",1,0,0,0,0
"user_378",1,1,0,0,0
"user_379",1,0,0,0,0
"user_380",0,1,0,0,0
"user_381",1,0,0,0,0
"user_382",1,0,0,0,0
"user_383",1,0,0,0,0
"user_384",1,0,0,0,0
"user_385",1,0,0,0,0
"user_386",0,1,1,1,1
"user_387",1,0,0,0,0
"user_388",1,0,0,0,0
"user_389",1,0,0,0,0
"user_390",1,0,0,0,0
"user_391",0,0,0,0,0
"user_392",1,0,0,0,0
"user_393",1,0,0,0,0
"user_394",1,0,0,0,0
"user_395",1,0,0,0,0
"user_396",1,0,0,0,0
"user_397",1,0,0,0,0
"user_398",1,0,0,0,0
"user_399",1,0,0,0,0
"user_400",0,0,0,0,0
"user_401",0,0,0,0,0
"user_402",1,1,0,0,0
"user_403",0,0,0,0,0
"user_404",1,1,1,0,0
"user_405",1,0,0,0,0
"user_406",1,0,0,0,0
"user_407",1,0,0,0,0
"user_408",1,0,0,0,0
"user_409",1,0,0,0,0
"user_410",1,1,1,0,0
"user_411",1,1,0,0,0
"user_412",0,0,0,0,0
"user_413",1,1,0,0,0
"user_414",1,1,1,0,0
"user_415",1,0,0,0,0
"user_416",1,0,0,0,0
"user_417",0,0,0,0,0
"user_418",1,0,0,0,0
"user_419",1,0,0,0,0
"user_420",1,1,1,0,0
"user_421",1,0,0,0,0
"user_422",1,1,0,0,0
"user_423",1,0,0,0,0
"user_424",1,0,0,0,0
"user_425",0,0,0,0,0
"user_426",1,0,0,0,0
"user_427",1,0,0,0,0
"user_428",1,0,0,0,0
"user_429",1,0,0,0,0
"user_430",0,0,0,0,0
"user_431",0,1,0,0,0
"user_432",1,0,0,0,0
"user_433",1,1,0,0,0
"user_434",0,0,0,0,0
"user_435",1,1,0,0,0
"user_436",1,1,1,0,0
"user_437",1,1,0,0,0
"user_438",1,1,0,0,0
"user_439",1,0,0,0,0
"user_440",1,0,0,0,0
"user_441",1,0,0,0,0
"user_442",1,0,0,0,0
"user_443",1,0,0,0,0
"user_444",1,0,0,0,0
"user_445",0,0,0,0,0
"user_446",1,1,0,0,0
"user_447",1,0,0,0,0
"user_448",1,0,0,0,0
"user_449",1,0,0,0,0
"user_450",1,0,0,0,0
"user_451",1,1,0,0,0
"user_452",1,0,0,0,0
"user_453",1,0,0,0,0
"user_454",1,0,0,0,0
"user_455",1,0,0,0,0
"user_456",0,1,0,0,0
"user_457",0,0,0,0,0
"user_458",1,0,0,0,0
"user_459",1,0,0,0,0
"user_460",1,0,0,0,0
"user_461",0,0,0,0,0
"user_462",1,0,0,0,0
"user_463",1,1,1,1,0
"user_464",1,0,0,0,0
"user_465",1,0,0,0,0
"user_466",1,0,0,0,0
"user_467",1,1,0,0,0
"user_468",1,0,0,0,0
"user_469",1,0,0,0,0
"user_470",0,0,0,0,0
"user_471",1,1,0,0,0
"user_472",0,0,0,0,0
"user_473",1,1,0,0,0
"user_474",1,0,0,0,0
"user_475",1,0,0,0,0
"user_476",1,0,0,0,0
"user_477",1,0,0,0,0
"user_478",1,1,0,0,0
"user_479",1,0,0,0,0
"user_480",1,1,0,0,0
"user_481",1,0,0,0,0
"user_482",0,1,0,0,0
"user_483",1,0,0,0,0
"user_484",1,1,1,1,0
"user_485",0,0,0,0,0
"user_486",1,0,0,0,0
"user_487",1,0,0,0,0
"user_488",1,1,0,0,0
"user_489",1,0,0,0,0
"user_490",0,1,0,0,0
"user_491",0,0,0,0,0
"user_492",1,0,0,0,0
"user_493",1,0,0,0,0
"user_494",1,0,0,0,0
"user_495",1,0,0,0,0
"user_496",0,0,0,0,0
"user_497",1,0,0,0,0
"user_498",1,1,0,0,0
"user_499",1,0,0,0,0
"user_500",1,1,0,0,0
"user_501",1,0,0,0,0
"user_502",1,0,0,0,0
"user_503",1,0,0,0,0
"user_504",1,0,0,0,0
"user_505",1,1,1,0,0
"user_506",1,0,0,0,0
"user_507",1,1,0,0,0
"user_508",1,0,0,0,0
"user_509",0,0,0,0,0
"user_510",1,0,0,0,0
"user_511",1,0,0,0,0
"user_512",1,0,0,0,0
"user_513",0,0,0,0,0
"user_514",1,0,0,0,0
"user_515",1,0,0,0,0
"user_516",1,0,0,0,0
"user_517",1,1,0,0,0
"user_518",1,1,0,0,0
"user_519",1,0,0,0,0
"user_520",0,0,0,0,0
"user_521",1,0,0,0,0
"user_522",1,0,0,0,0
"user_523",1,0,0,0,0
"user_524",1,0,0,0,0
"user_525",1,0,0,0,0
"user_526",1,0,0,0,0
"user_527",0,0,0,0,0
"user_528",1,1,1,1,1
"user_529",0,0,0,0,0
"user_530",1,1,0,0,0
"user_531",0,0,0,0,0
"user_532",1,1,1,0,0
"user_533",1,0,0,0,0
"user_534",0,1,0,0,0
"user_535",1,1,0,0,0
"user_536",1,0,0,0,0
"user_537",1,1,0,0,0
"user_538",0,0,0,0,0
"user_539",1,1,1,0,0
"user_540",1,1,0,0,0
"user_541",0,0,0,0,0
"user_542",1,0,0,0,0
"user_543",0,0,0,0,0
"user_544",1,0,0,0,0
"user_545",1,0,0,0,0
"user_546",0,0,0,0,0
"user_547",1,0,0,0,0
"user_548",0,0,0,0,0
"user_549",0,0,0,0,0
"user_550",1,0,0,0,0
"user_551",1,1,0,0,0
"user_552",1,0,0,0,0
"user_553",1,0,0,0,0
"user_554",0,0,0,0,0
"user_555",1,1,0,0,0
"user_556",1,0,0,0,0
"user_557",1,1,0,0,0
"user_558",1,1,0,0,0
"user_559",1,0,0,0,0
"user_560",1,0,0,0,0
"user_561",1,0,0,0,0
"user_562",0,0,0,0,0
"user_563",1,1,0,0,0
"user_564",1,0,0,0,0
"user_565",1,1,0,0,0
"user_566",1,0,0,0,0
"user_567",1,0,0,0,0
"user_568",0,0,0,0,0
"user_569",1,0,0,0,0
"user_570",0,1,0,0,0
"user_571",1,1,1,1,1
"user_572",0,1,0,0,0
"user_573",1,1,1,1,0
"user_574",1,0,0,0,0
"user_575",0,0,0,0,0
"user_576",1,1,1,0,0
"user_577",1,0,0,0,0
"user_578",1,1,1,0,0
"user_579",1,0,0,0,0
"user_580",1,1,1,1,1
"user_581",0,1,0,0,0
"user_582",0,1,0,0,0
"user_583",0,1,1,0,0
"user_584",1,1,0,0,0
"user_585",0,0,0,0,0
"user_586",1,0,0,0,0
"user_587",1,0,0,0,0
"user_588",1,1,1,1,1
"user_589",0,1,1,0,0
"user_590",1,0,0,0,0
"user_591",1,0,0,0,0
"user_592",1,0,0,0,0
"user_593",0,0,0,0,0
"user_594",1,0,0,0,0
"user_595",1,0,0,0,0
"user_596",0,0,0,0,0
"user_597",1,1,0,0,0
"user_598",1,0,0,0,0
"user_599",0,0,0,0,0
"user_600",1,0,0,0,0
"user_601",1,1,1,1,0
"user_602",1,0,0,0,0
"user_603",1,0,0,0,0
"user_604",1,0,0,0,0
"user_605",1,0,0,0,0
"user_606",0,1,1,0,0
"user_607",1,1,0,0,0
"user_608",0,1,0,0,0
"user_609",1,1,1,0,0
"user_610",1,0,0,0,0
"user_611",1,0,0,0,0
"user_612",1,0,0,0,0
"user_613",1,0,0,0,0
"user_614",0,0,0,0,0
"user_615",1,0,0,0,0
"user_616",1,1,0,0,0
"user_617",0,0,0,0,0
"user_618",1,1,1,1,0
"user_619",0,1,0,0,0
"user_620",1,0,0,0,0
"user_621",0,0,0,0,0
"user_622",0,0,0,0,0
"user_623",1,0,0,0,0
"user_624",1,0,0,0,0
"user_625",1,1,1,0,0
"user_626",1,1,0,0,0
"user_627",1,0,0,0,0
"user_628",0,0,0,0,0
"user_629",1,1,1,1,1
"user_630",1,0,0,0,0
"user_631",1,0,0,0,0
"user_632",0,1,0,0,0
"user_633",1,0,0,0,0
"user_634",1,0,0,0,0
"user_635",1,0,0,0,0
"user_636",1,0,0,0,0
"user_637",0,0,0,0,0
"user_638",1,1,0,0,0
"user_639",0,1,1,0,0
"user_640",1,0,0,0,0
"user_641",1,0,0,0,0
"user_642",1,0,0,0,0
"user_643",0,0,0,0,0
"user_644",1,0,0,0,0
"user_645",1,0,0,0,0
"user_646",1,1,0,0,0
"user_647",1,0,0,0,0
"user_648",1,0,0,0,0
"user_649",1,1,0,0,0
"user_650",1,0,0,0,0
"user_651",1,1,0,0,0
"user_652",0,0,0,0,0
"user_653",1,0,0,0,0
"user_654",1,1,0,0,0
"user_655",1,0,0,0,0
"user_656",0,0,0,0,0
"user_657",0,0,0,0,0
"user_658",1,0,0,0,0
"user_659",1,0,0,0,0
"user_660",1,0,0,0,0
"user_661",0,0,0,0,0
"user_662",0,0,0,0,0
"user_663",1,0,0,0,0
"user_664",1,0,0,0,0
"user_665",1,0,0,0,0
"user_666",1,0,0,0,0
"user_667",0,0,0,0,0
"user_668",1,0,0,0,0
"user_669",1,0,0,0,0
"user_670",1,1,0,0,0
"user_671",1,0,0,0,0
"user_672",1,0,0,0,0
"user_673",1,1,0,0,0
"user_674",1,0,0,0,0
"user_675",1,1,1,0,0
"user_676",1,1,1,0,0
"user_677",0,0,0,0,0
"user_678",1,1,0,0,0
"user_679",1,1,0,0,0
"user_680",1,0,0,0,0
"user_681",1,0,0,0,0
"user_682",1,0,0,0,0
"user_683",0,0,0,0,0
"user_684",0,0,0,0,0
"user_685",0,0,0,0,0
"user_686",1,0,0,0,0
"user_687",1,0,0,0,0
"user_688",1,0,0,0,0
"user_689",1,0,0,0,0
"user_690",1,1,0,0,0
"user_691",1,1,0,0,0
"user_692",1,1,0,0,0
"user_693",1,0,0,0,0
"user_694",1,0,0,0,0
"user_695",1,0,0,0,0
"user_696",1,0,0,0,0
"user_697",1,0,0,0,0
"user_698",1,0,0,0,0
"user_699",1,0,0,0,0
"user_700",1,0,0,0,0
"user_701",0,0,0,0,0
"user_702",1,1,1,0,0
"user_703",1,1,1,0,0
"user_704",0,0,0,0,0
"user_705",1,0,0,0,0
"user_706",1,1,0,0,0
"user_707",1,1,0,0,0
"user_708",1,0,0,0,0
"user_709",1,0,0,0,0
"user_710",1,0,0,0,0
"user_711",1,1,0,0,0
"user_712",1,0,0,0,0
"user_713",1,0,0,0,0
"user_714",1,1,0,0,0
"user_715",1,0,0,0,0
"user_716",1,1,0,0,0
"user_717",1,0,0,0,0
"user_718",1,1,0,0,0
"user_719",0,0,0,0,0
"user_720",1,0,0,0,0
"user_721",1,0,0,0,0
"user_722",1,1,0,0,0
"user_723",1,1,0,0,0
"user_724",0,0,0,0,0
"user_725",1,0,0,0,0
"user_726",1,1,0,0,0
"user_727",0,1,0,0,0
"user_728",1,0,0,0,0
"user_729",1,0,0,0,0
"user_730",1,0,0,0,0
"user_731",1,0,0,0,0
"user_732",0,0,0,0,0
"user_733",1,0,0,0,0
"user_734",0,1,0,0,0
"user_735",1,1,1,1,1
"user_736",1,1,1,0,0
"user_737",0,0,0,0,0
"user_738",0,0,0,0,0
"user_739",1,0,0,0,0
"user_740",1,0,0,0,0
"user_741",0,1,0,0,0
"user_742",1,0,0,0,0
"user_743",1,0,0,0,0
"user_744",1,0,0,0,0
"user_745",1,1,1,1,1
"user_746",1,0,0,0,0
"user_747",1,0,0,0,0
"user_748",1,0,0,0,0
"user_749",1,0,0,0,0
"user_750",0,0,0,0,0
"user_751",1,1,1,0,0
"user_752",1,1,0,0,0
"user_753",1,0,0,0,0
"user_754",1,0,0,0,0
"user_755",1,1,0,0,0
"user_756",1,1,0,0,0
"user_757",1,0,0,0,0
"user_758",0,0,0,0,0
"user_759",1,0,0,0,0
"user_760",1,0,0,0,0
"user_761",1,0,0,0,0
"user_762",1,0,0,0,0
"user_763",1,0,0,0,0
"user_764",1,1,1,1,1
"user_765",1,0,0,0,0
"user_766",1,0,0,0,0
"user_767",1,1,0,0,0
"user_768",1,0,0,0,0
"user_769",1,0,0,0,0
"user_770",1,0,0,0,0
"user_771",0,0,0,0,0
"user_772",0,0,0,0,0
"user_773",1,0,0,0,0
"user_774",0,1,0,0,0
"user_775",1,1,1,0,0
"user_776",1,1,1,0,0
"user_777",1,1,1,0,0
"user_778",1,1,0,0,0
"user_779",1,0,0,0,0
"user_780",0,0,0,0,0
"user_781",1,0,0,0,0
"user_782",0,0,0,0,0
"user_783",1,0,0,0,0
"user_784",1,0,0,0,0
"user_785",0,0,0,0,0
"user_786",1,1,0,0,0
"user_787",1,0,0,0,0
"user_788",1,0,0,0,0
"user_789",1,0,0,0,0
"user_790",0,0,0,0,0
"user_791",0,1,0,0,0
"user_792",1,1,0,0,0
"user_793",1,0,0,0,0
"user_794",1,0,0,0,0
"user_795",0,0,0,0,0
"user_796",1,0,0,0,0
"user_797",1,0,0,0,0
"user_798",1,0,0,0,0
"user_799",1,0,0,0,0
"user_800",1,1,0,0,0
"user_801",1,0,0,0,0
"user_802",1,0,0,0,0
"user_803",1,0,0,0,0
"user_804",1,0,0,0,0
"user_805",1,0,0,0,0
"user_806",0,0,0,0,0
"user_807",1,1,0,0,0
"user_808",1,1,1,0,0
"user_809",1,0,0,0,0
"user_810",1,0,0,0,0
"user_811",1,0,0,0,0
"user_812",1,0,0,0,0
"user_813",1,1,0,0,0
"user_814",0,0,0,0,0
"user_815",1,1,0,0,0
"user_816",1,0,0,0,0
"user_817",1,0,0,0,0
"user_818",1,0,0,0,0
"user_819",1,0,0,0,0
"user_820",1,0,0,0,0
"user_821",1,1,1,1,1
"user_822",1,0,0,0,0
"user_823",1,1,1,0,0
"user_824",0,1,0,0,0
"user_825",1,0,0,0,0
"user_826",1,1,1,0,0
"user_827",1,1,0,0,0
"user_828",1,0,0,0,0
"user_829",1,0,0,0,0
"user_830",1,0,0,0,0
"user_831",1,0,0,0,0
"user_832",1,0,0,0,0
"user_833",1,1,1,0,0
"user_834",1,0,0,0,0
"user_835",1,0,0,0,0
"user_836",1,0,0,0,0
"user_837",1,0,0,0,0
"user_838",1,0,0,0,0
"user_839",1,1,0,0,0
"user_840",1,0,0,0,0
"user_841",0,1,0,0,0
"user_842",1,0,0,0,0
"user_843",1,0,0,0,0
"user_844",1,1,0,0,0
"user_845",1,0,0,0,0
"user_846",1,0,0,0,0
"user_847",0,1,0,0,0
"user_848",1,0,0,0,0
"user_849",1,0,0,0,0
"user_850",1,1,0,0,0
"user_851",1,0,0,0,0
"user_852",1,0,0,0,0
"user_853",0,0,0,0,0
"user_854",1,0,0,0,0
"user_855",1,0,0,0,0
"user_856",1,1,1,0,0
"user_857",0,0,0,0,0
"user_858",1,0,0,0,0
"user_859",1,0,0,0,0
"user_860",0,0,0,0,0
"user_861",1,0,0,0,0
"user_862",1,0,0,0,0
"user_863",1,0,0,0,0
"user_864",1,0,0,0,0
"user_865",1,0,0,0,0
"user_866",1,1,1,0,0
"user_867",1,0,0,0,0
"user_868",1,1,0,0,0
"user_869",1,0,0,0,0
"user_870",1,0,0,0,0
"user_871",1,0,0,0,0
"user_872",1,0,0,0,0
"user_873",1,1,0,0,0
"user_874",1,0,0,0,0
"user_875",0,0,0,0,0
"user_876",1,0,0,0,0
"user_877",1,0,0,0,0
"user_878",1,1,0,0,0
"user_879",0,0,0,0,0
"user_880",1,0,0,0,0
"user_881",1,0,0,0,0
"user_882",0,0,0,0,0
"user_883",1,0,0,0,0
"user_884",1,0,0,0,0
"user_885",1,0,0,0,0
"user_886",0,1,1,0,0
"user_887",1,0,0,0,0
"user_888",1,0,0,0,0
"user_889",1,1,0,0,0
"user_890",1,0,0,0,0
"user_891",1,1,0,0,0
"user_892",1,1,0,0,0
"user_893",1,0,0,0,0
"user_894",1,0,0,0,0
"user_895",0,1,0,0,0
"user_896",1,0,0,0,0
"user_897",1,0,0,0,0
"user_898",1,0,0,0,0
"user_899",1,0,0,0,0
"user_900",1,0,0,0,0
"user_901",0,1,1,0,0
"user_902",1,1,1,1,0
"user_903",0,0,0,0,0
"user_904",1,0,0,0,0
"user_905",1,0,0,0,0
"user_906",1,0,0,0,0
"user_907",1,0,0,0,0
"user_908",0,0,0,0,0
"user_909",0,0,0,0,0
"user_910",1,0,0,0,0
"user_911",1,1,0,0,0
"user_912",1,1,0,0,0
"user_913",0,0,0,0,0
"user_914",1,0,0,0,0
"user_915",1,0,0,0,0
"user_916",0,1,0,0,0
"user_917",1,1,0,0,0
"user_918",1,0,0,0,0
"user_919",1,1,1,1,1
"user_920",1,0,0,0,0
"user_921",0,1,0,0,0
"user_922",1,0,0,0,0
"user_923",1,1,0,0,0
"user_924",0,1,0,0,0
"user_925",1,1,0,0,0
"user_926",1,1,0,0,0
"user_927",1,0,0,0,0
"user_928",1,1,1,0,0
