"user_id","session_id","landing_page","exit_page","pages_viewed","time_on_site","scroll_depth","conversion","page_sequence"
"user_37","session_1844","/home","/cart",1,689,0.144611201481894,0,"/product-details|/product-details|/checkout|/home|/products"
"user_38","session_1143","/blog","/blog",4,984,0.674651102325879,0,"/about|/home|/contact|/product-details|/blog|/faq|/home"
"user_39","session_1544","/products","/products",11,1466,0.544503959058784,1,"/product-details|/checkout|/about|/products"
"user_40","session_1490","/about","/home",5,1267,0.104235627758317,0,"/about|/blog|/home"
"user_41","session_1621","/home","/home",10,1623,0.266877839900553,0,"/cart|/cart|/products|/cart|/contact"
"user_42","session_1775","/about","/blog",4,1310,0.670825816085562,0,"/faq|/contact|/about|/contact"
"user_43","session_1905","/blog","/cart",4,481,0.566625061118975,0,"/blog|/checkout|/product-details|/contact|/faq"
"user_44","session_1937","/about","/home",6,576,0.902511376491748,0,"/contact|/contact|/blog|/cart|/home|/product-details|/product-details|/product-details"
"user_45","session_1842","/products","/products",5,1352,0.709841947793029,0,"/products|/contact|/cart|/products|/products|/contact|/checkout|/home"
"user_46","session_1023","/home","/products",8,393,0.562391191255301,0,"/blog|/checkout|/checkout|/cart|/blog|/about|/product-details|/product-details"
"user_47","session_1923","/home","/cart",9,536,0.376500232797116,1,"/blog|/faq"
"user_48","session_1309","/blog","/products",7,1621,0.457650388171896,0,"/cart|/product-details|/about|/cart|/blog|/about|/about"
"user_49","session_1135","/products","/blog",8,327,0.237966556614265,0,"/cart|/cart|/contact"
"user_50","session_1821","/home","/blog",5,284,0.441828053118661,0,"/product-details|/home|/checkout|/products|/blog"
"user_51","session_1954","/blog","/home",9,1328,0.343318740953691,0,"/cart|/checkout|/about|/home|/contact|/faq|/about|/checkout"
"user_52","session_1224","/home","/blog",4,991,0.950760783487931,0,"/cart|/blog|/checkout|/faq|/product-details|/about|/cart"
"user_53","session_1166","/blog","/blog",4,990,0.32703436166048,0,"/checkout|/faq|/checkout|/products|/cart|/product-details|/blog"
"user_54","session_1217","/products","/cart",6,1275,0.762158297165297,0,"/blog|/product-details"
"user_55","session_1290","/products","/blog",13,1183,0.160914251673967,0,"/about|/blog|/cart|/checkout|/contact|/contact|/product-details"
"user_56","session_1581","/about","/blog",6,1377,0.433728094329126,0,"/products|/cart|/products"
"user_57","session_1072","/products","/home",4,527,0.295762180187739,0,"/checkout|/faq|/contact"
"user_58","session_1588","/home","/blog",4,1772,0.891083548590541,0,"/products|/checkout|/home|/blog|/blog|/product-details|/checkout|/cart"
"user_59","session_1575","/products","/products",8,1736,0.480988763645291,1,"/checkout|/products|/blog|/blog|/blog|/faq|/products"
"user_60","session_1141","/about","/cart",7,80,0.388932001474314,1,"/faq|/product-details|/blog|/contact"
"user_61","session_1722","/about","/blog",6,1352,0.471350001636893,0,"/checkout|/product-details|/cart|/about|/blog|/cart|/product-details|/cart"
"user_62","session_1865","/products","/home",7,679,0.240756387799047,0,"/products|/blog|/faq|/checkout|/home|/products|/checkout"
"user_63","session_1859","/blog","/home",5,657,0.666214182856493,0,"/products|/contact"
"user_64","session_1153","/home","/blog",5,64,0.792456944892183,0,"/faq|/cart|/blog|/checkout"
"user_65","session_1294","/blog","/products",5,1373,0.911619915859774,1,"/product-details|/product-details|/products|/cart|/products|/checkout|/faq|/faq"
"user_66","session_1277","/blog","/home",7,309,0.649135236022994,1,"/cart|/checkout"
"user_67","session_1999","/home","/products",4,229,0.667617485485971,0,"/product-details|/cart|/products|/blog|/home|/cart|/products|/checkout"
"user_68","session_1041","/home","/blog",4,1293,0.695857761590742,0,"/faq|/cart|/cart|/faq|/faq|/contact|/faq|/faq"
"user_69","session_1431","/products","/products",10,818,0.936999504570849,0,"/faq|/checkout|/product-details|/product-details|/product-details|/blog|/checkout|/faq"
"user_70","session_1090","/blog","/home",12,76,0.993021707911976,0,"/product-details|/product-details|/faq|/about"
"user_71","session_1316","/products","/products",6,1658,0.332664780854248,1,"/faq|/blog|/faq|/about|/about|/faq|/home"
"user_72","session_1223","/products","/home",3,1419,0.361758879106492,0,"/cart|/product-details|/contact|/product-details|/products"
"user_73","session_1528","/home","/home",6,782,0.920439246459864,0,"/cart|/checkout|/blog"
"user_74","session_1116","/products","/products",7,259,0.435976504231803,0,"/home|/home|/contact|/product-details|/about|/faq|/products"
"user_75","session_1606","/home","/products",6,1479,0.751191610982642,0,"/checkout|/home"
"user_76","session_1774","/products","/products",6,1299,0.855975017393939,0,"/blog|/about|/blog"
"user_77","session_1747","/blog","/products",5,760,0.205018934118561,0,"/checkout|/about|/about"
"user_78","session_1456","/blog","/cart",3,340,0.860090930201113,1,"/product-details|/blog|/faq|/products"
"user_79","session_1598","/home","/products",4,49,0.69059882813599,0,"/cart|/product-details|/products|/home|/products|/product-details|/product-details|/about"
"user_80","session_1854","/products","/products",5,633,0.108352611353621,1,"/products|/cart|/home|/products"
"user_81","session_1039","/products","/blog",6,365,0.197123492090031,0,"/contact|/home|/blog|/blog|/faq|/product-details|/blog|/products"
"user_82","session_1159","/home","/blog",4,1025,0.484450449422002,0,"/product-details|/about|/about|/about|/blog|/faq"
"user_83","session_1752","/products","/cart",2,1071,0.845415436895564,0,"/checkout|/about|/products|/checkout|/faq|/cart"
"user_84","session_1209","/blog","/blog",5,529,0.401740570855327,0,"/product-details|/home"
"user_85","session_1988","/blog","/products",3,1669,0.365217450587079,1,"/faq|/faq"
"user_86","session_1994","/home","/home",4,1276,0.916093596373685,1,"/home|/checkout|/products|/cart|/product-details"
"user_87","session_1034","/products","/cart",4,519,0.466006227186881,0,"/products|/products|/contact|/products|/cart|/about|/products"
"user_88","session_1516","/blog","/checkout",5,1296,0.610888354317285,0,"/cart|/contact|/products|/product-details"
"user_89","session_1013","/home","/home",4,1107,0.323559099924751,0,"/checkout|/product-details|/faq|/about|/cart"
"user_90","session_1069","/blog","/products",6,753,0.220839410065673,1,"/products|/products|/blog"
"user_91","session_1895","/blog","/home",6,326,0.277351816440932,1,"/blog|/faq|/product-details"
"user_92","session_1755","/home","/blog",4,73,0.577102823345922,0,"/checkout|/faq|/contact|/product-details|/contact|/checkout"
"user_93","session_1409","/about","/products",10,304,0.960071866516955,0,"/products|/home|/home|/product-details|/product-details|/about|/contact|/cart"
"user_94","session_1308","/blog","/home",7,1068,0.477971476735547,0,"/home|/contact"
"user_95","session_1278","/blog","/checkout",3,417,0.855418200441636,1,"/faq|/product-details|/products|/faq|/checkout"
"user_96","session_1089","/home","/products",4,109,0.171729096118361,1,"/products|/product-details|/product-details|/contact|/about|/contact"
"user_97","session_1537","/home","/blog",7,1649,0.775206820736639,0,"/cart|/checkout|/home|/checkout"
"user_98","session_1291","/blog","/blog",9,1570,0.339463456510566,0,"/about|/blog"
"user_99","session_1424","/about","/products",8,1493,0.576409249566495,0,"/home|/contact"
"user_100","session_1880","/home","/products",6,1109,0.14056437483523,0,"/checkout|/contact|/products|/blog|/about|/about"
"user_101","session_1286","/products","/blog",4,1311,0.79231259112712,0,"/home|/contact|/faq|/checkout|/home"
"user_102","session_1671","/products","/products",4,1440,0.919474625610746,0,"/checkout|/checkout|/product-details|/about|/blog|/blog"
"user_103","session_1121","/blog","/products",6,1566,0.771330108586699,0,"/cart|/blog|/checkout"
"user_104","session_1110","/home","/products",5,1270,0.187670887541026,0,"/home|/blog|/cart|/faq|/contact|/products|/product-details"
"user_105","session_1158","/blog","/blog",8,624,0.951031105103903,0,"/about|/about|/faq|/contact|/product-details|/blog|/product-details|/cart"
"user_106","session_1064","/home","/blog",8,911,0.260675307828933,0,"/cart|/contact"
"user_107","session_1483","/products","/blog",5,1404,0.822113658487797,0,"/cart|/contact|/product-details|/blog|/home|/blog|/home"
"user_108","session_1477","/blog","/blog",7,772,0.704141364106908,0,"/product-details|/blog"
"user_109","session_1480","/products","/home",5,1062,0.476489469292574,0,"/faq|/cart"
"user_110","session_1711","/about","/products",5,562,0.778157144202851,0,"/faq|/checkout"
"user_111","session_1067","/blog","/cart",7,290,0.473432855750434,0,"/contact|/faq|/contact|/checkout|/about|/products|/home"
"user_112","session_1663","/blog","/blog",10,518,0.634628389962018,0,"/contact|/home|/faq|/checkout|/checkout"
"user_113","session_1847","/blog","/products",6,389,0.387879711366259,0,"/checkout|/home|/blog|/product-details|/faq|/products|/about"
"user_114","session_1085","/home","/blog",7,429,0.681833099178039,0,"/checkout|/home|/cart|/faq"
"user_115","session_1165","/blog","/home",5,950,0.42222395548597,0,"/home|/product-details|/home"
"user_116","session_1648","/blog","/products",5,1660,0.884661290794611,0,"/checkout|/contact|/checkout|/products|/products|/blog|/products"
"user_117","session_1051","/about","/checkout",6,1059,0.465805896976963,0,"/about|/about|/checkout|/faq|/blog|/product-details|/product-details|/product-details"
"user_118","session_1074","/home","/products",5,493,0.510246920888312,1,"/contact|/about|/cart|/faq|/checkout|/faq"
"user_119","session_1178","/blog","/products",11,692,0.90038136348594,0,"/checkout|/cart|/home|/blog|/faq"
"user_120","session_1362","/products","/home",9,1027,0.686874614027329,0,"/product-details|/cart|/home|/home|/blog|/home|/about|/blog"
"user_121","session_1236","/products","/products",8,312,0.108951858966611,0,"/products|/contact|/home|/cart|/about|/contact|/home|/contact"
"user_122","session_1610","/blog","/home",7,1217,0.690002990490757,1,"/faq|/contact|/checkout|/faq|/blog|/about|/contact"
"user_123","session_1330","/home","/home",4,62,0.31724889036268,1,"/product-details|/faq|/product-details|/product-details|/blog|/faq"
"user_124","session_1726","/home","/products",3,52,0.968993911682628,0,"/home|/checkout|/contact|/contact|/about"
"user_125","session_1127","/about","/blog",3,1206,0.502429472468793,0,"/checkout|/products"
"user_126","session_1212","/blog","/checkout",8,394,0.70176797080785,0,"/about|/cart|/cart"
"user_127","session_1686","/home","/home",5,709,0.189730702945963,0,"/products|/products|/cart"
"user_128","session_1785","/blog","/cart",8,312,0.286052845278755,0,"/cart|/faq|/blog|/faq|/home"
"user_129","session_1814","/about","/checkout",9,1284,0.952558472473174,0,"/contact|/contact"
"user_130","session_1310","/home","/products",7,1118,0.611228862218559,0,"/blog|/products|/checkout"
"user_131","session_1744","/products","/home",6,138,0.466761302761734,0,"/product-details|/contact"
"user_132","session_1243","/products","/products",3,749,0.621815959457308,0,"/home|/faq|/contact|/cart|/cart"
"user_133","session_1862","/about","/cart",4,216,0.218813200644217,0,"/products|/products|/about|/home|/product-details|/contact"
"user_134","session_1888","/about","/home",5,742,0.548170803231187,1,"/product-details|/checkout|/home"
"user_135","session_1792","/products","/home",8,837,0.2676699915668,0,"/blog|/cart|/checkout|/products|/checkout"
"user_136","session_1113","/home","/blog",5,1136,0.316447592992336,0,"/home|/about|/faq|/blog|/about|/faq"
"user_137","session_1619","/products","/home",6,170,0.827653218689375,0,"/cart|/about|/checkout|/blog|/about"
"user_138","session_1893","/products","/blog",6,635,0.710700184060261,0,"/products|/products|/faq|/cart|/home|/products"
"user_139","session_1151","/products","/home",4,72,0.972270321776159,1,"/faq|/product-details|/home|/blog|/faq|/products|/about"
"user_140","session_1666","/products","/home",2,634,0.224598388117738,0,"/home|/faq|/home|/home"
"user_141","session_1614","/products","/checkout",7,1417,0.505496208835393,0,"/faq|/contact|/blog|/home|/checkout|/cart"
"user_142","session_1767","/products","/blog",8,1342,0.540612961002626,0,"/blog|/cart|/products|/product-details|/products|/cart|/products"
"user_143","session_1160","/products","/products",10,1475,0.588355243159458,1,"/product-details|/cart|/cart|/faq|/product-details|/blog|/home|/about"
"user_144","session_1391","/about","/products",3,128,0.510699984547682,0,"/home|/contact|/products|/cart"
"user_145","session_1155","/blog","/products",7,298,0.254285710118711,0,"/blog|/product-details"
"user_146","session_1974","/home","/products",5,1186,0.743356247711927,0,"/product-details|/product-details|/checkout|/faq|/about|/checkout"
"user_147","session_1005","/products","/home",6,725,0.915419018920511,1,"/blog|/home|/product-details|/product-details|/cart|/about"
"user_148","session_1326","/products","/home",4,355,0.361260482762009,0,"/blog|/product-details"
"user_149","session_1784","/home","/blog",4,257,0.788549189944752,0,"/cart|/cart|/products|/checkout|/cart|/contact|/checkout"
"user_150","session_1280","/home","/home",5,258,0.93660847810097,0,"/cart|/blog|/blog|/product-details|/product-details"
"user_151","session_1800","/products","/blog",7,1135,0.108930536033586,0,"/home|/about"
"user_152","session_1789","/home","/blog",4,919,0.550433202949353,0,"/checkout|/blog"
"user_153","session_1567","/blog","/home",4,894,0.333449426316656,0,"/product-details|/home"
"user_154","session_1843","/home","/home",6,1575,0.515923358197324,0,"/products|/blog|/checkout|/products|/checkout|/blog|/product-details"
"user_155","session_1238","/blog","/home",3,370,0.466702189389616,0,"/product-details|/product-details|/product-details|/home|/checkout|/about"
"user_156","session_1764","/products","/products",5,1375,0.851780687482096,0,"/home|/contact|/home|/home"
"user_157","session_1339","/blog","/blog",6,418,0.220506592351012,0,"/faq|/contact|/products|/cart|/products|/faq|/contact|/contact"
"user_158","session_1920","/home","/checkout",6,307,0.882578215817921,0,"/home|/product-details|/contact|/product-details|/blog|/about|/about|/cart"
"user_159","session_1822","/home","/blog",6,285,0.453106405492872,0,"/cart|/home|/checkout|/contact|/home"
"user_160","session_1137","/products","/products",7,1599,0.658008727966808,0,"/checkout|/products|/checkout|/contact"
"user_161","session_1455","/products","/blog",12,1214,0.215663065388799,0,"/products|/checkout|/contact|/about|/products"
"user_162","session_1738","/home","/checkout",8,839,0.893506973260082,0,"/cart|/contact|/about|/product-details|/blog|/checkout"
"user_163","session_1560","/blog","/cart",3,1297,0.676285875402391,0,"/checkout|/contact"
"user_164","session_1589","/products","/blog",8,1282,0.560793253500015,0,"/contact|/product-details|/product-details"
"user_165","session_1083","/blog","/home",6,1175,0.668287554313429,1,"/about|/about|/checkout|/cart|/home|/products"
"user_166","session_1696","/products","/blog",7,1651,0.968155322805978,0,"/about|/home|/product-details|/cart|/home|/checkout|/faq|/contact"
"user_167","session_1867","/products","/checkout",8,383,0.81218140036799,0,"/checkout|/cart|/product-details|/products"
"user_168","session_1196","/home","/products",5,800,0.954098931117915,1,"/products|/contact|/products"
"user_169","session_1769","/home","/blog",8,96,0.695315683167428,0,"/checkout|/product-details|/checkout|/about"
"user_170","session_1680","/home","/home",4,309,0.510190289607272,0,"/product-details|/faq|/contact|/product-details|/faq|/home|/product-details"
"user_171","session_1900","/about","/cart",6,1273,0.950090275867842,0,"/contact|/faq|/product-details|/cart|/products|/home|/blog|/cart"
"user_172","session_1926","/products","/checkout",3,1340,0.702483458863571,0,"/faq|/about|/faq"
"user_173","session_1500","/home","/cart",4,791,0.414727550721727,0,"/blog|/home|/faq"
"user_174","session_1852","/blog","/products",9,651,0.412039686646313,1,"/checkout|/checkout|/checkout"
"user_175","session_1344","/home","/home",6,887,0.114082680060528,0,"/checkout|/contact|/about|/checkout|/cart|/home|/checkout|/contact"
"user_176","session_1966","/products","/home",6,72,0.506161616486497,1,"/blog|/product-details|/products|/about|/cart"
"user_177","session_1459","/products","/home",11,1533,0.559211882576346,0,"/home|/blog|/blog|/cart|/product-details|/home|/about|/blog"
"user_178","session_1020","/home","/checkout",11,1185,0.15420633694157,0,"/cart|/checkout|/product-details|/product-details|/contact"
"user_179","session_1996","/home","/blog",7,359,0.767894560517743,0,"/cart|/faq|/home|/cart|/products|/product-details|/blog|/about"
"user_180","session_1164","/products","/checkout",8,999,0.237819841667078,0,"/cart|/about|/product-details|/about|/products|/home|/product-details"
"user_181","session_1052","/products","/blog",2,1576,0.409711003466509,0,"/product-details|/product-details"
"user_182","session_1534","/about","/products",7,436,0.442633186047897,0,"/cart|/contact"
"user_183","session_1177","/about","/blog",9,631,0.927437041769736,0,"/home|/product-details|/about|/about|/blog"
"user_184","session_1554","/home","/products",5,1404,0.673429046408273,0,"/about|/product-details"
"user_185","session_1084","/products","/blog",7,451,0.876871904777363,1,"/blog|/products|/faq|/home|/checkout"
"user_186","session_1523","/home","/blog",8,165,0.471584212337621,1,"/checkout|/checkout|/products"
"user_187","session_1633","/home","/cart",6,771,0.734082893305458,0,"/blog|/blog|/cart|/contact|/product-details|/cart|/home|/about"
"user_188","session_1392","/home","/blog",8,383,0.277550309128128,0,"/checkout|/blog|/about|/contact|/products|/about"
"user_189","session_1302","/products","/blog",6,1184,0.575032176426612,0,"/cart|/about"
"user_190","session_1597","/home","/products",2,1130,0.909814934618771,0,"/blog|/product-details|/about|/products"
"user_191","session_1706","/home","/blog",5,770,0.361580740823411,0,"/faq|/product-details|/home|/product-details|/faq|/contact|/faq|/about"
"user_192","session_1864","/about","/products",6,293,0.375064921565354,0,"/home|/home|/home"
"user_193","session_1837","/blog","/blog",6,356,0.486798792984337,0,"/about|/cart|/faq|/about|/products|/home"
"user_194","session_1430","/home","/cart",6,783,0.898028276395053,0,"/blog|/contact|/home|/checkout|/contact|/about"
"user_195","session_1710","/blog","/blog",5,719,0.71247586782556,0,"/checkout|/contact|/products"
"user_196","session_1761","/home","/blog",7,131,0.494012681301683,0,"/checkout|/home|/blog|/cart|/product-details|/about|/contact"
"user_197","session_1712","/products","/blog",6,40,0.850084364204667,0,"/contact|/home|/checkout|/contact|/about|/checkout"
"user_198","session_1428","/home","/cart",11,1593,0.317804563394748,0,"/contact|/product-details|/contact|/products|/cart|/about|/contact|/cart"
"user_199","session_1672","/home","/products",4,571,0.445214137481526,0,"/product-details|/faq"
"user_200","session_1250","/blog","/blog",11,1734,0.20823967999313,0,"/product-details|/about|/checkout|/about|/checkout|/contact"
"user_201","session_1429","/home","/products",6,1226,0.309906357014552,0,"/cart|/checkout|/contact|/about"
"user_202","session_1398","/blog","/cart",7,1542,0.718817813997157,0,"/blog|/contact|/cart|/cart|/cart|/faq"
"user_203","session_1928","/home","/blog",8,796,0.994014536170289,1,"/home|/faq|/cart|/contact|/about|/products|/products"
"user_204","session_1381","/home","/blog",7,1668,0.848951282398775,0,"/contact|/blog|/contact|/home|/about|/product-details|/products|/blog"
"user_205","session_1545","/blog","/blog",7,1365,0.728168686339632,1,"/faq|/faq|/contact|/about|/checkout|/about|/cart|/cart"
"user_206","session_1040","/home","/blog",13,520,0.572357647749595,1,"/product-details|/products|/faq|/about|/product-details|/contact|/contact|/blog"
"user_207","session_1522","/home","/products",8,1245,0.264792622928508,1,"/contact|/products|/home|/cart|/about|/cart|/about|/cart"
"user_208","session_1473","/blog","/products",8,1661,0.983927641785704,0,"/products|/blog|/products|/checkout"
"user_209","session_1200","/home","/products",4,1341,0.841661015036516,0,"/cart|/about|/product-details|/cart|/faq|/product-details"
"user_210","session_1125","/products","/products",3,1220,0.971458479342982,0,"/checkout|/contact|/checkout"
"user_211","session_1265","/home","/blog",6,1347,0.572134375432506,0,"/checkout|/about"
"user_212","session_1959","/products","/home",4,231,0.769670731271617,0,"/blog|/checkout|/contact|/cart|/about"
"user_213","session_1186","/products","/home",7,103,0.81623956291005,0,"/product-details|/blog|/cart|/product-details|/home|/contact"
"user_214","session_1573","/home","/products",6,690,0.55128427373711,0,"/product-details|/products"
"user_215","session_1252","/home","/checkout",4,918,0.568589282385074,0,"/cart|/contact|/home"
"user_216","session_1458","/home","/products",8,1712,0.734241144475527,0,"/contact|/home|/products|/home|/product-details"
"user_217","session_1152","/blog","/blog",10,1709,0.529033095645718,0,"/blog|/faq|/products|/product-details"
"user_218","session_1054","/products","/blog",5,1171,0.364684630814008,0,"/about|/faq"
"user_219","session_1538","/products","/checkout",4,588,0.582489462848753,1,"/product-details|/home"
"user_220","session_1235","/home","/cart",7,972,0.630321345455013,0,"/cart|/blog|/faq|/contact|/cart|/about"
"user_221","session_1289","/products","/blog",6,1224,0.69410474835895,0,"/home|/checkout|/home|/home|/contact|/product-details|/product-details|/contact"
"user_222","session_1185","/home","/blog",3,1547,0.960585125233047,0,"/home|/home|/about"
"user_223","session_1765","/blog","/blog",6,1016,0.343812256515957,0,"/cart|/cart|/about|/blog"
"user_224","session_1413","/blog","/home",6,197,0.338268869137391,0,"/cart|/about|/product-details"
"user_225","session_1627","/products","/home",6,1289,0.330505261034705,0,"/blog|/products|/contact|/product-details|/contact|/cart"
"user_226","session_1794","/products","/products",5,1508,0.491532077174634,0,"/product-details|/product-details|/contact|/cart"
"user_227","session_1981","/home","/products",5,725,0.484031001804397,0,"/about|/about|/checkout|/cart|/cart|/product-details"
"user_228","session_1783","/home","/cart",9,375,0.452232785290107,0,"/home|/home|/faq"
"user_229","session_1205","/products","/blog",7,487,0.61120595887769,0,"/product-details|/home|/home|/blog|/contact|/products"
"user_230","session_1904","/home","/home",10,96,0.435724954307079,0,"/product-details|/about|/faq|/blog|/faq|/about|/blog|/cart"
"user_231","session_1564","/blog","/cart",4,966,0.437931088614278,0,"/faq|/contact|/contact|/contact|/home|/checkout|/home"
"user_232","session_1857","/home","/products",6,1076,0.375923620932736,0,"/products|/blog|/products|/home"
"user_233","session_1908","/products","/products",3,1061,0.66193511148449,0,"/blog|/blog|/about"
"user_234","session_1727","/home","/home",7,1618,0.248176993546076,0,"/checkout|/checkout|/contact|/checkout"
"user_235","session_1346","/home","/blog",4,785,0.221759528457187,1,"/products|/products|/blog|/about|/faq|/faq"
"user_236","session_1858","/blog","/cart",6,451,0.173818548675627,0,"/cart|/about"
"user_237","session_1468","/blog","/products",6,937,0.168598952121101,0,"/faq|/products|/checkout|/faq|/cart|/products|/blog"
"user_238","session_1509","/home","/products",8,148,0.72103368807584,1,"/products|/blog|/checkout|/product-details|/cart|/cart|/faq|/faq"
"user_239","session_1057","/blog","/home",9,1197,0.973679693741724,0,"/cart|/home|/checkout"
"user_240","session_1457","/home","/products",6,1330,0.813277543336153,1,"/cart|/products|/product-details|/faq|/about|/checkout"
"user_241","session_1617","/products","/home",10,417,0.689175653061829,0,"/about|/faq|/cart|/cart|/faq"
"user_242","session_1357","/products","/blog",5,366,0.721123350970447,0,"/faq|/blog|/cart|/contact|/cart"
"user_243","session_1279","/products","/home",7,1575,0.411106021841988,0,"/contact|/faq|/blog|/cart|/products|/home|/products|/checkout"
"user_244","session_1270","/blog","/blog",7,547,0.679649309557863,0,"/about|/product-details|/checkout|/about|/faq|/about|/cart|/home"
"user_245","session_1646","/products","/products",7,1775,0.450779430544935,0,"/product-details|/checkout|/home|/contact|/products|/blog|/checkout"
"user_246","session_1347","/about","/blog",4,1321,0.211862809606828,0,"/products|/cart|/contact"
"user_247","session_1129","/about","/blog",5,1676,0.805427162209526,0,"/checkout|/products|/home|/cart|/cart|/home|/cart|/blog"
"user_248","session_1218","/home","/home",4,1361,0.881274167704396,0,"/home|/home|/about|/faq|/home"
"user_249","session_1618","/products","/products",6,605,0.475037780241109,0,"/contact|/home|/products|/faq|/blog|/faq"
"user_250","session_1698","/home","/blog",6,694,0.684100714116357,1,"/home|/products"
"user_251","session_1337","/products","/blog",3,90,0.618556527118199,1,"/checkout|/home|/blog|/home"
"user_252","session_1976","/home","/checkout",7,1614,0.904668533243239,1,"/blog|/contact|/cart|/faq"
"user_253","session_1539","/home","/checkout",6,953,0.45604937907774,0,"/blog|/about|/product-details|/faq|/contact|/faq|/home|/products"
"user_254","session_1975","/home","/products",7,640,0.456840649805963,1,"/checkout|/checkout|/products"
"user_255","session_1861","/home","/blog",5,1465,0.377243168861605,0,"/checkout|/contact|/checkout|/cart"
"user_256","session_1553","/blog","/home",5,1432,0.187417528382503,0,"/checkout|/faq|/products|/products|/home|/product-details|/product-details"
"user_257","session_1724","/products","/home",7,1414,0.753828488988802,0,"/blog|/contact"
"user_258","session_1390","/blog","/blog",10,972,0.90077602812089,0,"/product-details|/faq|/checkout|/faq|/home"
"user_259","session_1498","/products","/products",5,224,0.600634336518124,0,"/blog|/home|/contact|/home|/blog|/checkout|/product-details"
"user_260","session_1222","/home","/products",4,1602,0.218422093288973,0,"/blog|/product-details"
"user_261","session_1899","/products","/blog",4,265,0.913158808765002,0,"/faq|/faq|/contact|/cart"
"user_262","session_1657","/blog","/products",6,1499,0.45686293519102,0,"/blog|/faq|/product-details|/products|/faq"
